time,load_shortfall_3h
2018-01-01 00:00:00,9694.839478680678
2018-01-01 03:00:00,8173.027317242595
2018-01-01 06:00:00,7417.346411804964
2018-01-01 09:00:00,10048.227000132503
2018-01-01 12:00:00,11641.431434708033
2018-01-01 15:00:00,12921.438070880113
2018-01-01 18:00:00,10878.102571752654
2018-01-01 21:00:00,13278.396311815277
2018-01-02 00:00:00,9494.713832717274
2018-01-02 03:00:00,6475.963107317435
2018-01-02 06:00:00,6165.907655518429
2018-01-02 09:00:00,9787.51665989271
2018-01-02 12:00:00,12427.976200194444
2018-01-02 15:00:00,12186.44380381976
2018-01-02 18:00:00,10812.22647003267
2018-01-02 21:00:00,12459.328827763457
2018-01-03 00:00:00,12219.072824796029
2018-01-03 03:00:00,7187.807571391807
2018-01-03 06:00:00,9697.11490622764
2018-01-03 09:00:00,9702.405395354142
2018-01-03 12:00:00,9176.806078646638
2018-01-03 15:00:00,7505.524647168486
2018-01-03 18:00:00,6306.902156898359
2018-01-03 21:00:00,10222.809646432186
2018-01-04 00:00:00,10708.018326100162
2018-01-04 03:00:00,8004.168235798846
2018-01-04 06:00:00,7257.739811742946
2018-01-04 09:00:00,8553.02683999467
2018-01-04 12:00:00,8108.854095449648
2018-01-04 15:00:00,9759.480694993032
2018-01-04 18:00:00,6766.047382224176
2018-01-04 21:00:00,6341.029496841791
2018-01-05 00:00:00,8729.762177418661
2018-01-05 03:00:00,7279.954186421974
2018-01-05 06:00:00,4693.887214421263
2018-01-05 09:00:00,5519.640047960408
2018-01-05 12:00:00,5283.354288619376
2018-01-05 15:00:00,4989.894580437108
2018-01-05 18:00:00,6643.283713433409
2018-01-05 21:00:00,6428.883125097735
2018-01-06 00:00:00,9756.599195064775
2018-01-06 03:00:00,9981.518977342266
2018-01-06 06:00:00,7123.000050687579
2018-01-06 09:00:00,8922.837904600497
2018-01-06 12:00:00,12104.039806434941
2018-01-06 15:00:00,10642.847584935476
2018-01-06 18:00:00,11267.602838067483
2018-01-06 21:00:00,11049.247035384325
2018-01-07 00:00:00,10083.151728211064
2018-01-07 03:00:00,7820.513970499233
2018-01-07 06:00:00,6753.97490984706
2018-01-07 09:00:00,11030.461554792304
2018-01-07 12:00:00,13717.39850345436
2018-01-07 15:00:00,15046.858421696428
2018-01-07 18:00:00,14096.324646402061
2018-01-07 21:00:00,13239.987226492802
2018-01-08 00:00:00,15222.459864384022
2018-01-08 03:00:00,10704.716963917837
2018-01-08 06:00:00,10185.705365698928
2018-01-08 09:00:00,14595.202867984231
2018-01-08 12:00:00,16613.135405846977
2018-01-08 15:00:00,16670.779652719062
2018-01-08 18:00:00,15853.43972959322
2018-01-08 21:00:00,15581.016661794778
2018-01-09 00:00:00,14487.833431754128
2018-01-09 03:00:00,9613.216644967522
2018-01-09 06:00:00,9710.691643170867
2018-01-09 09:00:00,11316.774616109013
2018-01-09 12:00:00,14311.661470968624
2018-01-09 15:00:00,14117.382832272919
2018-01-09 18:00:00,14492.315340959694
2018-01-09 21:00:00,14282.610045119405
2018-01-10 00:00:00,14112.490342762312
2018-01-10 03:00:00,10150.45639258325
2018-01-10 06:00:00,9085.556698477185
2018-01-10 09:00:00,12147.003518469919
2018-01-10 12:00:00,14178.910117427076
2018-01-10 15:00:00,13617.093794567034
2018-01-10 18:00:00,12016.263904009553
2018-01-10 21:00:00,12809.757615495419
2018-01-11 00:00:00,13667.394934033651
2018-01-11 03:00:00,10973.023111761842
2018-01-11 06:00:00,9781.45209843597
2018-01-11 09:00:00,12779.589938275618
2018-01-11 12:00:00,13608.576662291303
2018-01-11 15:00:00,14170.50128429733
2018-01-11 18:00:00,12623.919856435286
2018-01-11 21:00:00,15885.307293805325
2018-01-12 00:00:00,14404.93184347765
2018-01-12 03:00:00,9661.544494491447
2018-01-12 06:00:00,8864.876282437519
2018-01-12 09:00:00,11647.870179435198
2018-01-12 12:00:00,15930.187052620802
2018-01-12 15:00:00,17215.781187595272
2018-01-12 18:00:00,17162.83965696719
2018-01-12 21:00:00,19018.978521145946
2018-01-13 00:00:00,16507.744033801984
2018-01-13 03:00:00,8658.671730819551
2018-01-13 06:00:00,6444.184801958063
2018-01-13 09:00:00,9880.936726742539
2018-01-13 12:00:00,13545.90611478223
2018-01-13 15:00:00,13234.703060858883
2018-01-13 18:00:00,12787.704066699636
2018-01-13 21:00:00,12981.051813174752
2018-01-14 00:00:00,12216.584793856824
2018-01-14 03:00:00,7674.798487475416
2018-01-14 06:00:00,4324.3161226772445
2018-01-14 09:00:00,6137.835852984612
2018-01-14 12:00:00,9623.466057201493
2018-01-14 15:00:00,9058.889946881289
2018-01-14 18:00:00,9916.681972262842
2018-01-14 21:00:00,13640.23578690317
2018-01-15 00:00:00,12470.147821194785
2018-01-15 03:00:00,6793.68472713577
2018-01-15 06:00:00,7777.069223536185
2018-01-15 09:00:00,12721.212362013968
2018-01-15 12:00:00,15490.046927278396
2018-01-15 15:00:00,14712.785781312432
2018-01-15 18:00:00,12846.712298437069
2018-01-15 21:00:00,14699.821151741427
2018-01-16 00:00:00,13634.833524109066
2018-01-16 03:00:00,7422.713267683936
2018-01-16 06:00:00,4137.853693213657
2018-01-16 09:00:00,9800.404043930368
2018-01-16 12:00:00,13800.851127757125
2018-01-16 15:00:00,13643.082616682708
2018-01-16 18:00:00,12771.209019606498
2018-01-16 21:00:00,12906.031906113254
2018-01-17 00:00:00,12399.76607879334
2018-01-17 03:00:00,4421.734038946992
2018-01-17 06:00:00,4551.903297569407
2018-01-17 09:00:00,10607.422391587572
2018-01-17 12:00:00,12827.503872892286
2018-01-17 15:00:00,12420.618482311473
2018-01-17 18:00:00,12011.417422560831
2018-01-17 21:00:00,16603.407198262696
2018-01-18 00:00:00,14405.359648904048
2018-01-18 03:00:00,9439.443365048019
2018-01-18 06:00:00,6462.291249398518
2018-01-18 09:00:00,12669.481169452432
2018-01-18 12:00:00,17259.72524703969
2018-01-18 15:00:00,15979.913262933886
2018-01-18 18:00:00,14648.718332483864
2018-01-18 21:00:00,16788.61358487251
2018-01-19 00:00:00,15308.095744403754
2018-01-19 03:00:00,9788.802535845205
2018-01-19 06:00:00,8718.819043250847
2018-01-19 09:00:00,13142.806948806683
2018-01-19 12:00:00,16348.82975012291
2018-01-19 15:00:00,15451.703929073097
2018-01-19 18:00:00,14109.265883405345
2018-01-19 21:00:00,15607.42226817481
2018-01-20 00:00:00,13672.14568754364
2018-01-20 03:00:00,8834.889630050024
2018-01-20 06:00:00,7157.6722760408
2018-01-20 09:00:00,9666.221759694707
2018-01-20 12:00:00,13492.640536754509
2018-01-20 15:00:00,12944.777876886978
2018-01-20 18:00:00,12188.33470091603
2018-01-20 21:00:00,12578.11979888286
2018-01-21 00:00:00,13521.714905594466
2018-01-21 03:00:00,2808.34717419143
2018-01-21 06:00:00,2915.8583474597226
2018-01-21 09:00:00,5717.447053399617
2018-01-21 12:00:00,9346.087656609761
2018-01-21 15:00:00,8236.853371694871
2018-01-21 18:00:00,7579.307962923088
2018-01-21 21:00:00,10438.124435031164
2018-01-22 00:00:00,11322.849450032001
2018-01-22 03:00:00,8225.268536332713
2018-01-22 06:00:00,7321.538243578168
2018-01-22 09:00:00,11677.029237685794
2018-01-22 12:00:00,13740.143804201998
2018-01-22 15:00:00,14570.16290215782
2018-01-22 18:00:00,15434.843160418035
2018-01-22 21:00:00,16871.473095033023
2018-01-23 00:00:00,13925.25991248656
2018-01-23 03:00:00,8544.99065912427
2018-01-23 06:00:00,8749.84103865139
2018-01-23 09:00:00,13700.269992169779
2018-01-23 12:00:00,16280.26360123533
2018-01-23 15:00:00,14518.309131279779
2018-01-23 18:00:00,15537.433453358582
2018-01-23 21:00:00,17634.898751537163
2018-01-24 00:00:00,14608.645775992558
2018-01-24 03:00:00,9673.201146619856
2018-01-24 06:00:00,6879.0169104935185
2018-01-24 09:00:00,14851.323552339509
2018-01-24 12:00:00,16339.981269289543
2018-01-24 15:00:00,16090.566496118365
2018-01-24 18:00:00,16234.90459423537
2018-01-24 21:00:00,17392.730486030112
2018-01-25 00:00:00,14753.870773591994
2018-01-25 03:00:00,10072.610363017462
2018-01-25 06:00:00,9778.083218556283
2018-01-25 09:00:00,14039.602624970965
2018-01-25 12:00:00,15975.792795889989
2018-01-25 15:00:00,15859.75197198875
2018-01-25 18:00:00,13174.90352310844
2018-01-25 21:00:00,16192.472461182757
2018-01-26 00:00:00,12092.59595100268
2018-01-26 03:00:00,6134.012782581476
2018-01-26 06:00:00,5823.48662370905
2018-01-26 09:00:00,11693.8410805366
2018-01-26 12:00:00,11323.226477316095
2018-01-26 15:00:00,11307.971887171945
2018-01-26 18:00:00,8431.927351680004
2018-01-26 21:00:00,13101.452713732935
2018-01-27 00:00:00,11586.093363531289
2018-01-27 03:00:00,7117.33903170294
2018-01-27 06:00:00,4855.562670502914
2018-01-27 09:00:00,8890.407652729751
2018-01-27 12:00:00,10324.99168045606
2018-01-27 15:00:00,10827.559198647015
2018-01-27 18:00:00,10646.77653251672
2018-01-27 21:00:00,12772.573736989649
